province_index,province_id,red,green,blue,local_name,common_name,old_imperial_name,religious_name,enemy_name,region_id,controller,terrain,biome,terrain_feature,primary_resource,road_level,port_level,fort_level,mana_site_level,strategic_value,center_x,center_y,pixel_area,is_seed_frontier
370,PROV_TALUUN_STEPPE_074,99,216,48,Boru Herd,Boru Herd,Outer Record 074,Taluun Steppe Shrine 074,Boru Herd Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,63,2125.0,815.34,7689,no
371,PROV_TALUUN_STEPPE_075,42,38,157,Saddle Camp,Saddle Camp,Outer Record 075,Taluun Steppe Shrine 075,Saddle Camp Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,64,2212.19,818.19,9832,no
372,PROV_TALUUN_STEPPE_076,240,117,10,Reed Ring,Reed Ring,Outer Record 076,Taluun Steppe Shrine 076,Reed Ring Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,62,2309.28,845.36,8761,no
373,PROV_TALUUN_STEPPE_077,182,195,119,Aru Market,Aru Market,Outer Record 077,Taluun Steppe Shrine 077,Aru Market Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,56,2390.05,815.09,5637,no
374,PROV_TALUUN_STEPPE_078,125,17,228,Wind Ford,Wind Ford,Outer Record 078,Taluun Steppe Shrine 078,Wind Ford Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,66,2474.36,854.46,6071,no
375,PROV_TALUUN_STEPPE_079,67,96,81,Kessa Pasture,Kessa Pasture,Outer Record 079,Taluun Steppe Shrine 079,Kessa Pasture Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,70,2905.05,830.52,8623,no
376,PROV_TALUUN_STEPPE_080,9,174,190,White Reed,White Reed,Outer Record 080,Taluun Steppe Shrine 080,White Reed Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,65,2978.73,857.37,6842,no
377,PROV_TALUUN_STEPPE_081,207,253,43,Taluun Bend,Taluun Bend,Outer Record 081,Taluun Steppe Shrine 081,Taluun Bend Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,66,3041.76,860.83,5387,no
378,PROV_TALUUN_STEPPE_082,150,75,152,Mare Field,Mare Field,Outer Record 082,Taluun Steppe Shrine 082,Mare Field Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,65,2299.01,945.86,8204,no
379,PROV_TALUUN_STEPPE_083,92,154,5,Nine Kurgan,Nine Kurgan,Outer Record 083,Taluun Steppe Shrine 083,Nine Kurgan Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,67,2381.14,913.87,5853,no
380,PROV_TALUUN_STEPPE_084,34,232,114,Boru Herd,Boru Herd,Outer Record 084,Taluun Steppe Shrine 084,Boru Herd Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,69,2538.09,950.6,4195,no
381,PROV_TALUUN_STEPPE_085,233,54,223,Saddle Camp,Saddle Camp,Outer Record 085,Taluun Steppe Shrine 085,Saddle Camp Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,70,2617.03,954.64,3033,no
382,PROV_TALUUN_STEPPE_086,175,133,76,Reed Ring,Reed Ring,Outer Record 086,Taluun Steppe Shrine 086,Reed Ring Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,64,2231.22,1024.52,7099,no
383,PROV_TALUUN_STEPPE_087,117,211,185,Aru Market,Aru Market,Outer Record 087,Taluun Steppe Shrine 087,Aru Market Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,61,2318.72,1023.24,7073,no
384,PROV_TALUUN_STEPPE_088,60,34,38,Wind Ford,Wind Ford,Outer Record 088,Taluun Steppe Shrine 088,Wind Ford Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,66,2391.62,1019.25,5576,no
385,PROV_TALUUN_STEPPE_089,2,112,147,Kessa Pasture,Kessa Pasture,Outer Record 089,Taluun Steppe Shrine 089,Kessa Pasture Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,62,2488.98,1002.66,4974,no
386,PROV_TALUUN_STEPPE_090,200,191,0,White Reed,White Reed,Outer Record 090,Taluun Steppe Shrine 090,White Reed Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,57,2568.33,1019.57,5531,no
387,PROV_TALUUN_STEPPE_091,143,13,109,Taluun Bend,Taluun Bend,Outer Record 091,Taluun Steppe Shrine 091,Taluun Bend Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,64,2629.9,1017.79,5987,no
388,PROV_TALUUN_STEPPE_092,85,91,218,Mare Field,Mare Field,Outer Record 092,Taluun Steppe Shrine 092,Mare Field Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,73,2714.42,1013.98,6703,no
389,PROV_TALUUN_STEPPE_093,27,170,71,Nine Kurgan,Nine Kurgan,Outer Record 093,Taluun Steppe Shrine 093,Nine Kurgan Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,73,2799.64,1031.58,6336,no
390,PROV_TALUUN_STEPPE_094,225,248,180,Boru Herd,Boru Herd,Outer Record 094,Taluun Steppe Shrine 094,Boru Herd Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,72,2958.89,1037.31,4929,no
391,PROV_TALUUN_STEPPE_095,168,71,33,Saddle Camp,Saddle Camp,Outer Record 095,Taluun Steppe Shrine 095,Saddle Camp Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,60,1981.14,1093.48,3464,no
392,PROV_TALUUN_STEPPE_096,110,149,142,Reed Ring,Reed Ring,Outer Record 096,Taluun Steppe Shrine 096,Reed Ring Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,55,2136.24,1087.46,4673,no
393,PROV_TALUUN_STEPPE_097,52,227,251,Aru Market,Aru Market,Outer Record 097,Taluun Steppe Shrine 097,Aru Market Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,56,2478.24,1075.52,4971,no
394,PROV_TALUUN_STEPPE_098,251,50,104,Wind Ford,Wind Ford,Outer Record 098,Taluun Steppe Shrine 098,Wind Ford Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,61,2638.84,1086.16,7534,no
395,PROV_TALUUN_STEPPE_099,193,128,213,Kessa Pasture,Kessa Pasture,Outer Record 099,Taluun Steppe Shrine 099,Kessa Pasture Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,73,2707.12,1102.03,5279,no
396,PROV_TALUUN_STEPPE_100,135,207,66,White Reed,White Reed,Outer Record 100,Taluun Steppe Shrine 100,White Reed Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,69,2819.16,1114.23,5438,no
397,PROV_TALUUN_STEPPE_101,78,29,175,Taluun Bend,Taluun Bend,Outer Record 101,Taluun Steppe Shrine 101,Taluun Bend Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,65,2875.24,1089.53,6315,no
398,PROV_TALUUN_STEPPE_102,20,108,28,Mare Field,Mare Field,Outer Record 102,Taluun Steppe Shrine 102,Mare Field Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,58,2967.99,1115.07,9187,no
399,PROV_TALUUN_STEPPE_103,218,186,137,Nine Kurgan,Nine Kurgan,Outer Record 103,Taluun Steppe Shrine 103,Nine Kurgan Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,57,2262.61,1148.98,4712,no
400,PROV_TALUUN_STEPPE_104,161,8,246,Boru Herd,Boru Herd,Outer Record 104,Taluun Steppe Shrine 104,Boru Herd Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,64,2656.27,1173.72,7677,no
401,PROV_TALUUN_STEPPE_105,103,87,99,Saddle Camp,Saddle Camp,Outer Record 105,Taluun Steppe Shrine 105,Saddle Camp Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,63,2809.92,1200.54,6545,no
402,PROV_TALUUN_STEPPE_106,45,165,208,Reed Ring,Reed Ring,Outer Record 106,Taluun Steppe Shrine 106,Reed Ring Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,57,2890.52,1172.04,4872,no
403,PROV_TALUUN_STEPPE_107,243,244,61,Aru Market,Aru Market,Outer Record 107,Taluun Steppe Shrine 107,Aru Market Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,66,2719.88,1256.96,8381,no
404,PROV_TALUUN_STEPPE_108,186,66,170,Wind Ford,Wind Ford,Outer Record 108,Taluun Steppe Shrine 108,Wind Ford Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,59,2790.25,1275.45,7053,no
405,PROV_TALUUN_STEPPE_109,128,145,23,Kessa Pasture,Kessa Pasture,Outer Record 109,Taluun Steppe Shrine 109,Kessa Pasture Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,53,2618.72,1312.26,1461,no
406,PROV_TALUUN_STEPPE_110,70,223,132,White Reed,White Reed,Outer Record 110,Taluun Steppe Shrine 110,White Reed Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,53,2654.97,1451.05,1528,no
407,PROV_QERESH_WELLS_001,13,45,241,Qeresh Cistern,Qeresh Cistern,Outer Record 001,Qeresh Wells Shrine 001,Qeresh Cistern Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,62,191.38,1057.2,9210,no
408,PROV_QERESH_WELLS_002,211,124,94,Qaran Caravan,Qaran Caravan,Outer Record 002,Qeresh Wells Shrine 002,Qaran Caravan Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,72,319.19,1049.48,8539,no
409,PROV_QERESH_WELLS_003,153,202,203,Third Basin,Third Basin,Outer Record 003,Qeresh Wells Shrine 003,Third Basin Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,71,397.81,1078.02,6176,no
410,PROV_QERESH_WELLS_004,96,25,56,Iresh Spire,Iresh Spire,Outer Record 004,Qeresh Wells Shrine 004,Iresh Spire Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,71,475.04,1065.32,6026,no
411,PROV_QERESH_WELLS_005,38,103,165,Dry Well,Dry Well,Outer Record 005,Qeresh Wells Shrine 005,Dry Well Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,76,588.3,1081.04,5450,no
412,PROV_QERESH_WELLS_006,236,182,18,Salt Court,Salt Court,Outer Record 006,Qeresh Wells Shrine 006,Salt Court Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,92,652.79,1040.84,7458,no
413,PROV_QERESH_WELLS_007,179,4,127,Voda Salt,Voda Salt,Outer Record 007,Qeresh Wells Shrine 007,Voda Salt Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,96,757.99,1033.78,8359,no
414,PROV_QERESH_WELLS_008,121,82,236,Cup Road,Cup Road,Outer Record 008,Qeresh Wells Shrine 008,Cup Road Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,1,100,843.13,1071.21,5944,no
415,PROV_QERESH_WELLS_009,63,161,89,Nema Stone,Nema Stone,Outer Record 009,Qeresh Wells Shrine 009,Nema Stone Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,88,932.25,1070.15,8238,no
416,PROV_QERESH_WELLS_010,5,239,198,Sel Gate,Sel Gate,Outer Record 010,Qeresh Wells Shrine 010,Sel Gate Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,71,988.67,1026.95,7912,no
417,PROV_QERESH_WELLS_011,204,62,51,Qeresh Cistern,Qeresh Cistern,Outer Record 011,Qeresh Wells Shrine 011,Qeresh Cistern Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,69,1088.54,1048.36,6283,no
418,PROV_QERESH_WELLS_012,146,140,160,Qaran Caravan,Qaran Caravan,Outer Record 012,Qeresh Wells Shrine 012,Qaran Caravan Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,67,1183.65,1074.06,6663,no
419,PROV_QERESH_WELLS_013,88,219,13,Third Basin,Third Basin,Outer Record 013,Qeresh Wells Shrine 013,Third Basin Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,64,1269.69,1069.94,7344,no
420,PROV_QERESH_WELLS_014,31,41,122,Iresh Spire,Iresh Spire,Outer Record 014,Qeresh Wells Shrine 014,Iresh Spire Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,73,1362.92,1078.67,8417,no
421,PROV_QERESH_WELLS_015,229,119,231,Dry Well,Dry Well,Outer Record 015,Qeresh Wells Shrine 015,Dry Well Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,67,1466.04,1062.6,7495,no
422,PROV_QERESH_WELLS_016,171,198,84,Salt Court,Salt Court,Outer Record 016,Qeresh Wells Shrine 016,Salt Court Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,60,1878.95,1027.18,3896,no
423,PROV_QERESH_WELLS_017,114,20,193,Voda Salt,Voda Salt,Outer Record 017,Qeresh Wells Shrine 017,Voda Salt Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,59,122.85,1129.26,8033,no
424,PROV_QERESH_WELLS_018,56,99,46,Cup Road,Cup Road,Outer Record 018,Qeresh Wells Shrine 018,Cup Road Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,68,233.53,1128.44,6974,no
425,PROV_QERESH_WELLS_019,254,177,155,Nema Stone,Nema Stone,Outer Record 019,Qeresh Wells Shrine 019,Nema Stone Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,69,310.33,1134.87,6699,no
426,PROV_QERESH_WELLS_020,197,0,8,Sel Gate,Sel Gate,Outer Record 020,Qeresh Wells Shrine 020,Sel Gate Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,69,409.05,1148.23,6798,no
427,PROV_QERESH_WELLS_021,139,78,117,Qeresh Cistern,Qeresh Cistern,Outer Record 021,Qeresh Wells Shrine 021,Qeresh Cistern Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,73,511.03,1115.29,5741,no
428,PROV_QERESH_WELLS_022,81,156,226,Qaran Caravan,Qaran Caravan,Outer Record 022,Qeresh Wells Shrine 022,Qaran Caravan Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,75,556.13,1151.64,4584,no
429,PROV_QERESH_WELLS_023,23,235,79,Third Basin,Third Basin,Outer Record 023,Qeresh Wells Shrine 023,Third Basin Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,93,666.52,1123.76,9159,no
430,PROV_QERESH_WELLS_024,222,57,188,Iresh Spire,Iresh Spire,Outer Record 024,Qeresh Wells Shrine 024,Iresh Spire Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,100,761.31,1139.41,10181,no
431,PROV_QERESH_WELLS_025,164,136,41,Dry Well,Dry Well,Outer Record 025,Qeresh Wells Shrine 025,Dry Well Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,98,846.13,1134.41,5360,no
432,PROV_QERESH_WELLS_026,106,214,150,Salt Court,Salt Court,Outer Record 026,Qeresh Wells Shrine 026,Salt Court Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,1,100,930.75,1148.76,6214,no
433,PROV_QERESH_WELLS_027,49,37,3,Voda Salt,Voda Salt,Outer Record 027,Qeresh Wells Shrine 027,Voda Salt Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,91,1030.33,1131.57,7785,no
434,PROV_QERESH_WELLS_028,247,115,112,Cup Road,Cup Road,Outer Record 028,Qeresh Wells Shrine 028,Cup Road Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,78,1102.69,1121.2,6120,no
435,PROV_QERESH_WELLS_029,189,193,221,Nema Stone,Nema Stone,Outer Record 029,Qeresh Wells Shrine 029,Nema Stone Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,74,1181.87,1144.29,6182,no
436,PROV_QERESH_WELLS_030,132,16,74,Sel Gate,Sel Gate,Outer Record 030,Qeresh Wells Shrine 030,Sel Gate Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,68,1285.53,1153.28,8293,no
437,PROV_QERESH_WELLS_031,74,94,183,Qeresh Cistern,Qeresh Cistern,Outer Record 031,Qeresh Wells Shrine 031,Qeresh Cistern Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,71,1398.38,1151.24,7374,no
438,PROV_QERESH_WELLS_032,16,173,36,Qaran Caravan,Qaran Caravan,Outer Record 032,Qeresh Wells Shrine 032,Qaran Caravan Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,71,1554.39,1153.91,4059,no
439,PROV_QERESH_WELLS_033,214,251,145,Third Basin,Third Basin,Outer Record 033,Qeresh Wells Shrine 033,Third Basin Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,58,123.68,1218.75,8978,no
440,PROV_QERESH_WELLS_034,157,73,254,Iresh Spire,Iresh Spire,Outer Record 034,Qeresh Wells Shrine 034,Iresh Spire Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,62,209.4,1228.59,11098,no
441,PROV_QERESH_WELLS_035,99,152,107,Dry Well,Dry Well,Outer Record 035,Qeresh Wells Shrine 035,Dry Well Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,65,292.42,1226.13,8200,no
442,PROV_QERESH_WELLS_036,41,230,216,Salt Court,Salt Court,Outer Record 036,Qeresh Wells Shrine 036,Salt Court Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,66,380.31,1227.46,8404,no
443,PROV_QERESH_WELLS_037,240,53,69,Voda Salt,Voda Salt,Outer Record 037,Qeresh Wells Shrine 037,Voda Salt Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,69,472.45,1202.86,7244,no
444,PROV_QERESH_WELLS_038,182,131,178,Cup Road,Cup Road,Outer Record 038,Qeresh Wells Shrine 038,Cup Road Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,79,574.89,1217.14,9699,no
445,PROV_QERESH_WELLS_039,124,210,31,Nema Stone,Nema Stone,Outer Record 039,Qeresh Wells Shrine 039,Nema Stone Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,95,684.86,1217.72,10081,no
446,PROV_QERESH_WELLS_040,67,32,140,Sel Gate,Sel Gate,Outer Record 040,Qeresh Wells Shrine 040,Sel Gate Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,70,778.01,1260.11,10728,no
447,PROV_QERESH_WELLS_041,9,110,249,Qeresh Cistern,Qeresh Cistern,Outer Record 041,Qeresh Wells Shrine 041,Qeresh Cistern Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,90,862.32,1211.25,7447,no
448,PROV_QERESH_WELLS_042,207,189,102,Qaran Caravan,Qaran Caravan,Outer Record 042,Qeresh Wells Shrine 042,Qaran Caravan Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,79,940.19,1228.05,5447,no
449,PROV_QERESH_WELLS_043,150,11,211,Third Basin,Third Basin,Outer Record 043,Qeresh Wells Shrine 043,Third Basin Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,95,1003.89,1203.61,5763,no
450,PROV_QERESH_WELLS_044,92,90,64,Iresh Spire,Iresh Spire,Outer Record 044,Qeresh Wells Shrine 044,Iresh Spire Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,1,100,1097.05,1215.29,7154,no
451,PROV_QERESH_WELLS_045,34,168,173,Dry Well,Dry Well,Outer Record 045,Qeresh Wells Shrine 045,Dry Well Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,89,1180.08,1211.07,6756,no
452,PROV_QERESH_WELLS_046,232,247,26,Salt Court,Salt Court,Outer Record 046,Qeresh Wells Shrine 046,Salt Court Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,76,1269.66,1232.62,6927,no
453,PROV_QERESH_WELLS_047,175,69,135,Voda Salt,Voda Salt,Outer Record 047,Qeresh Wells Shrine 047,Voda Salt Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,65,1365.66,1222.14,7848,no
454,PROV_QERESH_WELLS_048,117,147,244,Cup Road,Cup Road,Outer Record 048,Qeresh Wells Shrine 048,Cup Road Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,75,1462.47,1208.4,3852,no
455,PROV_QERESH_WELLS_049,59,226,97,Nema Stone,Nema Stone,Outer Record 049,Qeresh Wells Shrine 049,Nema Stone Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,71,1628.61,1228.7,6097,no
456,PROV_QERESH_WELLS_050,2,48,206,Sel Gate,Sel Gate,Outer Record 050,Qeresh Wells Shrine 050,Sel Gate Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,59,1718.52,1234.62,5380,no
457,PROV_QERESH_WELLS_051,200,127,59,Qeresh Cistern,Qeresh Cistern,Outer Record 051,Qeresh Wells Shrine 051,Qeresh Cistern Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,58,1855.64,1232.43,6414,no
458,PROV_QERESH_WELLS_052,142,205,168,Qaran Caravan,Qaran Caravan,Outer Record 052,Qeresh Wells Shrine 052,Qaran Caravan Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,61,2020.49,1247.43,3916,no
459,PROV_QERESH_WELLS_053,85,28,21,Third Basin,Third Basin,Outer Record 053,Qeresh Wells Shrine 053,Third Basin Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,59,2170.92,1205.25,1776,no
